screen_name,location,followers_count,friends_count,listed_count,favorites_count,verified,statuses_count,status,name
davidguetta,"Ibiza, Paris, the world...",21320379,250,29279,None,TRUE,3712,"{u'lang': u'fr', u'retweeted_status': {u'lang': u'fr', u'text': u'Mardi 11 avril @davidguetta sera en direct depuis Los Angeles dans @BRUNOFUNRADIO \U0001f60d\U0001f4a5 https://t.co/w75dAuiQjg', u'created_at': u'Fri Apr 07 17:25:41 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'davidguetta', u'name': u'David Guetta', u'id': 23976386}, {u'screen_name': u'BRUNOFUNRADIO', u'name': u'BRUNO DANS LA RADIO', u'id': 1445714550}], u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'id_str': u'850399189481738242', u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/funradio_fr/status/850399189481738242/photo/1', u'display_url': u'pic.twitter.com/w75dAuiQjg', u'url': u'https://t.co/w75dAuiQjg', u'media_url_https': u'https://pbs.twimg.com/media/C805YNgXcAAOu7H.jpg', u'sizes': {u'large': {u'h': 1080, u'resize': u'fit', u'w': 1080}, u'small': {u'h': 680, u'resize': u'fit', u'w': 680}, u'medium': {u'h': 1080, u'resize': u'fit', u'w': 1080}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'type': u'photo', u'id': 850398992747950080, u'media_url': u'http://pbs.twimg.com/media/C805YNgXcAAOu7H.jpg'}], u'retweet_count': 68, u'id': 850399189481738242, u'favorite_count': 318}, u'text': u'RT @funradio_fr: Mardi 11 avril @davidguetta sera en direct depuis Los Angeles dans @BRUNOFUNRADIO \U0001f60d\U0001f4a5 https://t.co/w75dAuiQjg', u'created_at': u'Fri Apr 07 19:25:47 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'funradio_fr', u'name': u'Fun Radio France', u'id': 69344798}, {u'screen_name': u'davidguetta', u'name': u'David Guetta', u'id': 23976386}, {u'screen_name': u'BRUNOFUNRADIO', u'name': u'BRUNO DANS LA RADIO', u'id': 1445714550}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'850429414441721859', u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/funradio_fr/status/850399189481738242/photo/1', u'display_url': u'pic.twitter.com/w75dAuiQjg', u'url': u'https://t.co/w75dAuiQjg', u'media_url_https': u'https://pbs.twimg.com/media/C805YNgXcAAOu7H.jpg', u'sizes': {u'large': {u'h': 1080, u'resize': u'fit', u'w': 1080}, u'small': {u'h': 680, u'resize': u'fit', u'w': 680}, u'medium': {u'h': 1080, u'resize': u'fit', u'w': 1080}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'type': u'photo', u'id': 850398992747950080, u'media_url': u'http://pbs.twimg.com/media/C805YNgXcAAOu7H.jpg'}], u'retweet_count': 68, u'id': 850429414441721859}",David Guetta
davidmackau,New York,20897,1059,567,6991,TRUE,19634,"{'created_at': 'Tue Apr 11 20:14:11 +0000 2017', 'id': 851891146246803456, 'id_str': '851891146246803456', 'text': 'Is it too late to hand out Pulitzers? https://t.co/QBYgiRgE4u', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QBYgiRgE4u', 'expanded_url': 'https://www.buzzfeed.com/tanyachen/hello-from-the-undersiiiide?utm_term=.lyY0ygg8e', 'display_url': 'buzzfeed.com/tanyachen/hell‰Û_', 'indices': [38, 61]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 9, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",David Mack
DavidMTodd,Pittsburgh,14732,1758,447,6931,FALSE,70854,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '851432616888872962', 'text': 'One obvious question is, is it better idea for CLE/SF to take a player like that or a team like NE/PGH?', 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'favorite_count': 1, 'source': '<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>', 'created_at': 'Mon Apr 10 13:52:09 +0000 2017', 'id': 851432616888872962, 'lang': 'en', 'retweet_count': 0}",David Todd
davidperrotin,Paris,20779,2973,415,6776,TRUE,14468,"{'created_at': 'Tue Apr 11 18:58:25 +0000 2017', 'id': 851872078051647488, 'id_str': '851872078051647488', 'text': 'Nicolas Dupont-Aignan ÌÊ BuzzFeed: åÇDemain, ce sera Le Pen, MÌ©lenchon, ou moiåÈ https://t.co/OHqtWDoYos', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OHqtWDoYos', 'expanded_url': 'https://www.buzzfeed.com/davidperrotin/nicolas-dupont-aignan-a-buzzfeed-demain-ce-sera-le-pen?utm_term=.kyy5lrLPR', 'display_url': 'buzzfeed.com/davidperrotin/‰Û_', 'indices': [78, 101]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'fr'}",David Perrotin
dcbigjohn,washington dc,41112,2731,1556,19360,TRUE,60319,"{'created_at': 'Tue Apr 11 18:21:12 +0000 2017', 'id': 851862713382952960, 'id_str': '851862713382952960', 'text': '@ellievhall @BuzzFeedNews this is only slightly less offensive than the continued existence of the British monarchy', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ellievhall', 'name': 'Ellie Hall', 'id': 15688781, 'id_str': '15688781', 'indices': [0, 11]}, {'screen_name': 'BuzzFeedNews', 'name': 'BuzzFeed News', 'id': 1020058453, 'id_str': '1020058453', 'indices': [12, 25]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 851858443497615364, 'in_reply_to_status_id_str': '851858443497615364', 'in_reply_to_user_id': 15688781, 'in_reply_to_user_id_str': '15688781', 'in_reply_to_screen_name': 'ellievhall', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",john r stanton
ddlovato,DALLAS/LA,42160219,467,101436,None,TRUE,15643,"{u'lang': u'en', u'text': u""Guess what, I got stretch marks and cellulite and I'm totally cool with it. \U0001f481\U0001f3fb"", u'created_at': u'Sat Apr 08 22:24:39 +0000 2017', u'hashtags': [], u'user_mentions': [], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'850836814612930560', u'urls': [], u'retweet_count': 22059, u'id': 850836814612930560, u'favorite_count': 64583}",Demi Lovato
DearAssistant,Twitter Bot,4716,5,146,11,FALSE,5317,"{'favorite_count': 0, 'id': 744725566906056705, 'text': '@leoncsm serving size 1 apple (182 g)\ntotal calories  91 | fat calories  2\n% daily value^* |  \n  total fat  273 mg | 0%\n       saturated fat', 'is_quote_status': False, 'coordinates': None, 'in_reply_to_screen_name': 'leoncsm', 'retweeted': False, 'source': '<a href=""http://www.labnol.org/"" rel=""nofollow"">Dear Assistant</a>', 'contributors': None, 'id_str': '744725566906056705', 'in_reply_to_user_id': 242109258, 'favorited': False, 'entities': {'urls': [], 'user_mentions': [{'name': 'LeÃ³n', 'id': 242109258, 'screen_name': 'leoncsm', 'id_str': '242109258', 'indices': [0, 8]}], 'hashtags': [], 'symbols': []}, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': '744724549183279105', 'lang': 'en', 'geo': None, 'created_at': 'Mon Jun 20 02:56:26 +0000 2016', 'in_reply_to_status_id': 744724549183279105, 'retweet_count': 2, 'in_reply_to_user_id_str': '242109258'}",Dear Assistant
DeepForger,"Vienna, Austria",6486,4,164,1863,FALSE,42876,"{'favorite_count': 6, 'id': 753634952818921473, 'text': ""@mattlaschneider Similar, but they're using an open-source implementation of this algorithm: https://t.co/NWABJvqx8k"", 'is_quote_status': False, 'coordinates': None, 'in_reply_to_screen_name': 'mattlaschneider', 'retweeted': False, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'contributors': None, 'id_str': '753634952818921473', 'in_reply_to_user_id': 36128926, 'favorited': False, 'entities': {'urls': [{'url': 'https://t.co/NWABJvqx8k', 'expanded_url': 'http://arxiv.org/abs/1603.08155v1', 'indices': [93, 116], 'display_url': 'arxiv.org/abs/1603.08155â€¦'}], 'user_mentions': [{'name': 'ðŸŒ”Matt SchneiderðŸŒ”', 'id': 36128926, 'screen_name': 'mattlaschneider', 'id_str': '36128926', 'indices': [0, 16]}], 'hashtags': [], 'symbols': []}, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': '753634483962687488', 'lang': 'en', 'geo': None, 'created_at': 'Thu Jul 14 16:59:09 +0000 2016', 'in_reply_to_status_id': 753634483962687488, 'possibly_sensitive': False, 'retweet_count': 0, 'in_reply_to_user_id_str': '36128926'}",The Deep Forger
deepikapadukone,None,17949058,74,21690,None,TRUE,3206,"{u'lang': u'en', u'text': u'#Repost @tlllfoundation with @repostapp\n\u30fb\u30fb\u30fb\nWe are pleased to announce our partnership with the\u2026 https://t.co/uQDHA0h2l9', u'created_at': u'Sat Apr 08 14:11:15 +0000 2017', u'hashtags': [{u'text': u'Repost'}], u'user_mentions': [{u'screen_name': u'TLLLFoundation', u'name': u'TLLLFoundation', u'id': 3580859838}, {u'screen_name': u'repostapp', u'name': u'Repost', u'id': 808396487637995520}], u'source': u'<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', u'id_str': u'850712649662779393', u'urls': [{u'url': u'https://t.co/uQDHA0h2l9', u'expanded_url': u'https://www.instagram.com/p/BSoJL0UhG0R/'}], u'retweet_count': 404, u'id': 850712649662779393, u'favorite_count': 3407}",Deepika Padukone
DeepTrutherbot,Anonymousville,580,1190,5,189,FALSE,131,"{'created_at': 'Mon Nov 14 10:23:17 +0000 2016', 'id': 798109039850700800, 'id_str': '798109039850700800', 'text': 'RT @bladesout2011: @WyattEarp2 @chalk4trump @starrtraveler29 @PamelaStar23 @WallyJayK @CTFleaMarkets @joepalojoe https://t.co/L9lWoe0MKX', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bladesout2011', 'name': 'America winning', 'id': 532608579, 'id_str': '532608579', 'indices': [3, 17]}, {'screen_name': 'WyattEarp2', 'name': 'Wyatt Earp', 'id': 45252500, 'id_str': '45252500', 'indices': [19, 30]}, {'screen_name': 'chalk4trump', 'name': 'Christopher', 'id': 716668278819713024, 'id_str': '716668278819713024', 'indices': [31, 43]}, {'screen_name': 'starrtraveler29', 'name': 'starrtraveler', 'id': 585264569, 'id_str': '585264569', 'indices': [44, 60]}, {'screen_name': 'PamelaStar23', 'name': 'Give No Ground 2017', 'id': 869027407, 'id_str': '869027407', 'indices': [61, 74]}, {'screen_name': 'WallyJayK', 'name': 'WallyWorld', 'id': 422337739, 'id_str': '422337739', 'indices': [75, 85]}, {'screen_name': 'CTFleaMarkets', 'name': 'Heather', 'id': 2484205611, 'id_str': '2484205611', 'indices': [86, 100]}, {'screen_name': 'joepalojoe', 'name': 'Joe', 'id': 3360131914, 'id_str': '3360131914', 'indices': [101, 112]}], 'urls': [], 'media': [{'id': 797927452936994822, 'id_str': '797927452936994822', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/CxLOynTXgAY4kGK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CxLOynTXgAY4kGK.jpg', 'url': 'https://t.co/L9lWoe0MKX', 'display_url': 'pic.twitter.com/L9lWoe0MKX', 'expanded_url': 'https://twitter.com/bladesout2011/status/797927456921370624/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 885, 'h': 457, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 351, 'resize': 'fit'}, 'large': {'w': 885, 'h': 457, 'resize': 'fit'}}, 'source_status_id': 797927456921370624, 'source_status_id_str': '797927456921370624', 'source_user_id': 532608579, 'source_user_id_str': '532608579'}]}, 'extended_entities': {'media': [{'id': 797927452936994822, 'id_str': '797927452936994822', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/CxLOynTXgAY4kGK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CxLOynTXgAY4kGK.jpg', 'url': 'https://t.co/L9lWoe0MKX', 'display_url': 'pic.twitter.com/L9lWoe0MKX', 'expanded_url': 'https://twitter.com/bladesout2011/status/797927456921370624/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 885, 'h': 457, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 351, 'resize': 'fit'}, 'large': {'w': 885, 'h': 457, 'resize': 'fit'}}, 'source_status_id': 797927456921370624, 'source_status_id_str': '797927456921370624', 'source_user_id': 532608579, 'source_user_id_str': '532608579'}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Sun Nov 13 22:21:45 +0000 2016', 'id': 797927456921370624, 'id_str': '797927456921370624', 'text': '@WyattEarp2 @chalk4trump @starrtraveler29 @PamelaStar23 @WallyJayK @CTFleaMarkets @joepalojoe https://t.co/L9lWoe0MKX', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WyattEarp2', 'name': 'Wyatt Earp', 'id': 45252500, 'id_str': '45252500', 'indices': [0, 11]}, {'screen_name': 'chalk4trump', 'name': 'Christopher', 'id': 716668278819713024, 'id_str': '716668278819713024', 'indices': [12, 24]}, {'screen_name': 'starrtraveler29', 'name': 'starrtraveler', 'id': 585264569, 'id_str': '585264569', 'indices': [25, 41]}, {'screen_name': 'PamelaStar23', 'name': 'Give No Ground 2017', 'id': 869027407, 'id_str': '869027407', 'indices': [42, 55]}, {'screen_name': 'WallyJayK', 'name': 'WallyWorld', 'id': 422337739, 'id_str': '422337739', 'indices': [56, 66]}, {'screen_name': 'CTFleaMarkets', 'name': 'Heather', 'id': 2484205611, 'id_str': '2484205611', 'indices': [67, 81]}, {'screen_name': 'joepalojoe', 'name': 'Joe', 'id': 3360131914, 'id_str': '3360131914', 'indices': [82, 93]}], 'urls': [], 'media': [{'id': 797927452936994822, 'id_str': '797927452936994822', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/media/CxLOynTXgAY4kGK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CxLOynTXgAY4kGK.jpg', 'url': 'https://t.co/L9lWoe0MKX', 'display_url': 'pic.twitter.com/L9lWoe0MKX', 'expanded_url': 'https://twitter.com/bladesout2011/status/797927456921370624/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 885, 'h': 457, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 351, 'resize': 'fit'}, 'large': {'w': 885, 'h': 457, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 797927452936994822, 'id_str': '797927452936994822', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/media/CxLOynTXgAY4kGK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CxLOynTXgAY4kGK.jpg', 'url': 'https://t.co/L9lWoe0MKX', 'display_url': 'pic.twitter.com/L9lWoe0MKX', 'expanded_url': 'https://twitter.com/bladesout2011/status/797927456921370624/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 885, 'h': 457, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 351, 'resize': 'fit'}, 'large': {'w': 885, 'h': 457, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 797908774669389824, 'in_reply_to_status_id_str': '797908774669389824', 'in_reply_to_user_id': 45252500, 'in_reply_to_user_id_str': '45252500', 'in_reply_to_screen_name': 'WyattEarp2', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 28, 'favorite_count': 29, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}, 'is_quote_status': False, 'retweet_count': 28, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}",TrutherbotDeepShit
DelanieFischer,"Los Angeles, CA",3538,730,140,59051,FALSE,2944,"{'place': {'attributes': {}, 'country_code': 'US', 'name': 'Los Angeles', 'contained_within': [], 'full_name': 'Los Angeles, CA', 'url': 'https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', 'id': '3b77caf94bfc81fe', 'bounding_box': {'coordinates': [[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], 'type': 'Polygon'}, 'place_type': 'city', 'country': 'United States'}, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '849311419313131521', 'text': 'Damn you, Rayna Jaymes, for being the reason my boyfriend caught me crying for the first time.', 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'favorite_count': 7, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'created_at': 'Tue Apr 04 17:23:16 +0000 2017', 'id': 849311419313131521, 'lang': 'en', 'retweet_count': 1}",Delanie Fischer
Dem_Bot,None,141,486,None,None,None,4292,"{u'lang': u'und', u'retweeted_status': {u'lang': u'und', u'text': u'YES https://t.co/dRCNe1R8Vu', u'created_at': u'Sun Apr 09 21:40:57 +0000 2017', u'hashtags': [], u'user_mentions': [], u'source': u'<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>', u'possibly_sensitive': True, u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/CauseWereGuys/status/851188206548779013/photo/1', u'display_url': u'pic.twitter.com/dRCNe1R8Vu', u'url': u'https://t.co/dRCNe1R8Vu', u'media_url_https': u'https://pbs.twimg.com/media/C9AHKYoWAAA_fN0.jpg', u'sizes': {u'small': {u'h': 320, u'resize': u'fit', u'w': 453}, u'large': {u'h': 320, u'resize': u'fit', u'w': 453}, u'medium': {u'h': 320, u'resize': u'fit', u'w': 453}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'type': u'photo', u'id': 851188204564774912, u'media_url': u'http://pbs.twimg.com/media/C9AHKYoWAAA_fN0.jpg'}], u'retweet_count': 151, u'id': 851188206548779013, u'favorite_count': 686, u'id_str': u'851188206548779013'}, u'text': u'RT @CauseWereGuys: YES https://t.co/dRCNe1R8Vu', u'created_at': u'Sun Apr 09 21:54:02 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'CauseWereGuys', u'name': u""Because I'm a Guy"", u'id': 434545375}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'851191498544746498', u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/CauseWereGuys/status/851188206548779013/photo/1', u'display_url': u'pic.twitter.com/dRCNe1R8Vu', u'url': u'https://t.co/dRCNe1R8Vu', u'media_url_https': u'https://pbs.twimg.com/media/C9AHKYoWAAA_fN0.jpg', u'sizes': {u'small': {u'h': 320, u'resize': u'fit', u'w': 453}, u'large': {u'h': 320, u'resize': u'fit', u'w': 453}, u'medium': {u'h': 320, u'resize': u'fit', u'w': 453}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'type': u'photo', u'id': 851188204564774912, u'media_url': u'http://pbs.twimg.com/media/C9AHKYoWAAA_fN0.jpg'}], u'retweet_count': 151, u'id': 851191498544746498}",DeMbot
